year_month,Actor1CountryCode,Actor2CountryCode,total_events,geo_unrest_score,total_gov_gov_events,total_ngov_gov_events,total_gov_ngov_events,pol_involve_score,suri_score,avg_goldstein,total_mentions,total_sources,total_articles,avg_tone,ingested_at
2025-07-01,USA,USA,4516,144,89,48,48,0.040965456155890166,5.899025686448184,0.5114703277236583,14106,4830,13948,-2.5057981861154235,2026-02-25T14:48:53.541Z
2025-07-01,FRA,PSE,185,4,0,2,3,0.02702702702702703,0.10810810810810811,2.364864864864863,462,187,462,-2.7779892317670565,2026-02-25T14:48:53.541Z
2025-07-01,ETH,DEU,3,0,0,0,0,0.0,0.0,2.2666666666666666,5,3,5,4.3810806765454595,2026-02-25T14:48:53.541Z
2025-07-01,EGY,PAK,20,0,0,0,1,0.05,0.0,3.88,67,20,67,0.7198472078775161,2026-02-25T14:48:53.541Z
2025-07-01,DEU,CHN,14,0,4,0,2,0.42857142857142855,0.0,0.7428571428571428,39,14,39,-2.0743154593294713,2026-02-25T14:48:53.541Z
2025-07-01,GBR,IND,10,0,0,1,0,0.1,0.0,-0.9800000000000001,29,10,29,-0.2590796417097242,2026-02-25T14:48:53.541Z
2025-07-01,RWA,USA,8,0,0,0,0,0.0,0.0,2.875,25,9,25,-2.6674040023003625,2026-02-25T14:48:53.541Z
2025-07-01,GBR,ISR,227,12,0,0,0,0.0,0.0,1.5511013215859024,691,242,690,-3.397225379347318,2026-02-25T14:48:53.541Z
2025-07-01,CHN,GBR,24,0,0,0,0,0.0,0.0,4.733333333333333,59,28,59,-2.459234454841285,2026-02-25T14:48:53.541Z
2025-07-01,ARG,CHN,2,0,0,0,0,0.0,0.0,6.2,10,2,10,-1.88118811881188,2026-02-25T14:48:53.541Z
2025-07-01,DEU,SYR,3,0,0,0,0,0.0,0.0,-8.333333333333334,10,3,10,-4.31266846361186,2026-02-25T14:48:53.541Z
2025-07-01,FRA,GBR,155,3,1,1,1,0.01935483870967742,0.05806451612903226,3.1690322580645156,482,181,478,-2.697764067825118,2026-02-25T14:48:53.541Z
2025-07-01,IRN,IND,4,0,0,0,0,0.0,0.0,2.125,34,6,34,-1.062373955632385,2026-02-25T14:48:53.541Z
2025-07-01,MEX,BRA,3,0,0,0,0,0.0,0.0,5.466666666666666,5,3,5,0.24120759414877,2026-02-25T14:48:53.541Z
2025-07-01,CHN,SYR,9,0,0,0,0,0.0,0.0,3.366666666666667,26,9,26,-3.0989065122308133,2026-02-25T14:48:53.541Z
2025-07-01,BRA,GBR,6,0,0,0,0,0.0,0.0,2.033333333333333,13,6,13,-0.9185707418167217,2026-02-25T14:48:53.541Z
2025-07-01,CHN,EGY,13,0,0,0,0,0.0,0.0,4.923076923076923,39,13,39,2.070651574831525,2026-02-25T14:48:53.541Z
2025-07-01,SYR,PSE,10,0,0,0,0,0.0,0.0,1.15,13,10,13,-4.964633588083592,2026-02-25T14:48:53.541Z
2025-07-01,FRA,DEU,39,0,0,0,0,0.0,0.0,4.205128205128205,107,42,107,-2.3724143414097076,2026-02-25T14:48:53.541Z
2025-07-01,MEX,MEX,47,4,0,0,1,0.02127659574468085,0.0851063829787234,-0.22978723404255327,165,53,165,-2.711446892420189,2026-02-25T14:48:53.541Z
2025-07-01,ISR,SYR,113,3,0,0,0,0.0,0.0,0.33716814159292025,414,119,406,-3.6107845256330124,2026-02-25T14:48:53.541Z
2025-07-01,GBR,GBR,430,25,12,2,3,0.03953488372093023,0.9883720930232558,0.9374418604651165,1378,447,1333,-2.007336892056548,2026-02-25T14:48:53.541Z
2025-07-01,CHN,TWN,39,0,0,0,0,0.0,0.0,0.7025641025641022,153,39,153,-0.8071379904093967,2026-02-25T14:48:53.541Z
2025-07-01,DEU,ISR,164,30,5,0,0,0.03048780487804878,0.9146341463414633,0.015243902439024336,487,183,487,-3.5235151113189827,2026-02-25T14:48:53.541Z
2025-07-01,IRN,DEU,22,0,0,0,0,0.0,0.0,4.681818181818182,87,22,87,-1.8841876899074677,2026-02-25T14:48:53.541Z
2025-07-01,USA,ARG,17,3,0,0,0,0.0,0.0,1.4176470588235295,82,26,82,0.09104176588416296,2026-02-25T14:48:53.541Z
2025-07-01,CHN,BRA,14,3,0,0,0,0.0,0.0,2.6571428571428575,63,14,55,-2.908080069224872,2026-02-25T14:48:53.541Z
2025-07-01,PAK,RUS,10,0,0,0,0,0.0,0.0,4.64,78,10,76,1.628303234005412,2026-02-25T14:48:53.541Z
2025-07-01,EGY,GBR,16,0,0,0,0,0.0,0.0,2.1562499999999996,64,16,64,-0.2865619805413807,2026-02-25T14:48:53.541Z
2025-07-01,PAK,PRK,7,0,0,0,0,0.0,0.0,2.3285714285714287,30,7,30,1.02827763496144,2026-02-25T14:48:53.541Z
2025-07-01,PAK,IRN,36,0,0,0,0,0.0,0.0,1.205555555555555,155,36,150,-0.21014761414810001,2026-02-25T14:48:53.541Z
2025-07-01,TUR,FRA,1,0,0,0,0,0.0,0.0,0.0,10,1,10,6.9582504970179,2026-02-25T14:48:53.541Z
2025-07-01,DEU,PSE,51,8,0,0,0,0.0,0.0,-0.4862745098039217,120,51,120,-2.3224757874951054,2026-02-25T14:48:53.541Z
2025-07-01,RUS,FRA,5,0,0,0,0,0.0,0.0,1.6799999999999997,14,5,14,-0.2518499360604659,2026-02-25T14:48:53.541Z
2025-07-01,KOR,KOR,98,1,5,0,0,0.05102040816326531,0.05102040816326531,2.443877551020409,319,104,300,0.5737120317198248,2026-02-25T14:48:53.541Z
2025-07-01,IRN,PSE,7,0,0,0,0,0.0,0.0,3.2428571428571433,37,7,34,-3.906793812451107,2026-02-25T14:48:53.541Z
2025-07-01,PSE,PSE,156,6,2,1,1,0.02564102564102564,0.15384615384615385,-0.6749999999999998,488,159,483,-4.646842878558618,2026-02-25T14:48:53.541Z
2025-07-01,RUS,IRN,20,0,0,0,0,0.0,0.0,1.56,77,20,75,-3.3399100190303352,2026-02-25T14:48:53.541Z
2025-07-01,IND,UKR,2,0,0,0,0,0.0,0.0,-10.0,3,2,3,-2.40343347639485,2026-02-25T14:48:53.541Z
2025-07-01,ISR,IRN,101,9,0,0,0,0.0,0.0,-0.8495049504950496,327,102,313,-4.318151347850676,2026-02-25T14:48:53.541Z
2025-07-01,PAK,PAK,196,9,11,0,5,0.08163265306122448,0.7346938775510203,0.21224489795918342,580,212,578,-2.6949331706007227,2026-02-25T14:48:53.541Z
2025-07-01,TUR,SYR,46,0,0,0,0,0.0,0.0,1.3434782608695652,130,46,130,-2.1774361335183183,2026-02-25T14:48:53.541Z
2025-07-01,KOR,PAK,5,0,0,0,0,0.0,0.0,1.0,5,5,5,-0.04089220471846,2026-02-25T14:48:53.541Z
2025-07-01,ISR,UKR,9,2,0,0,0,0.0,0.0,-2.9555555555555557,15,9,15,-3.0521980672583107,2026-02-25T14:48:53.541Z
2025-07-01,RUS,IND,16,0,0,0,0,0.0,0.0,2.7875,64,18,64,-2.369048017189548,2026-02-25T14:48:53.541Z
2025-07-01,TUR,USA,14,3,0,0,0,0.0,0.0,-1.8785714285714286,76,14,76,-2.657991854592861,2026-02-25T14:48:53.541Z
2025-07-01,IRN,IRN,103,10,2,1,0,0.02912621359223301,0.2912621359223301,-0.19805825242718467,313,108,305,-4.169245764012466,2026-02-25T14:48:53.541Z
2025-07-01,IRN,GBR,27,1,0,0,0,0.0,0.0,2.8666666666666663,83,27,83,-3.799493636026014,2026-02-25T14:48:53.541Z
2025-07-01,USA,MEX,170,3,2,2,0,0.023529411764705882,0.07058823529411765,1.750000000000001,532,176,530,-1.777964660002345,2026-02-25T14:48:53.541Z
2025-07-01,PSE,EGY,13,4,0,0,0,0.0,0.0,-2.4230769230769234,40,13,40,-4.0058356774763695,2026-02-25T14:48:53.541Z
2025-07-01,GBR,CHN,28,0,0,0,0,0.0,0.0,2.6607142857142856,81,32,81,-1.7553189669566513,2026-02-25T14:48:53.541Z
2025-07-01,ISR,TUR,2,0,0,0,0,0.0,0.0,4.45,20,2,20,-5.304242999150215,2026-02-25T14:48:53.541Z
2025-07-01,TWN,CHN,40,0,0,0,0,0.0,0.0,0.5424999999999998,139,40,137,-0.7136951997479709,2026-02-25T14:48:53.541Z
2025-07-01,FRA,UKR,14,0,0,0,0,0.0,0.0,-1.1714285714285713,39,14,39,-5.533104788583363,2026-02-25T14:48:53.541Z
2025-07-01,IRN,PRK,2,0,0,0,0,0.0,0.0,3.4,10,2,10,1.02827763496144,2026-02-25T14:48:53.541Z
2025-07-01,FRA,TUR,2,0,0,0,0,0.0,0.0,3.0,2,2,2,4.3421052631579,2026-02-25T14:48:53.541Z
2025-07-01,PRK,CHN,17,3,0,0,0,0.0,0.0,1.2058823529411764,44,17,44,-0.07388804287215119,2026-02-25T14:48:53.541Z
2025-07-01,CHN,USA,328,20,2,0,13,0.04573170731707317,0.9146341463414633,2.228353658536584,1339,351,1309,-1.3169836065477005,2026-02-25T14:48:53.541Z
2025-07-01,IND,RUS,21,0,0,0,0,0.0,0.0,-0.20476190476190498,80,23,80,-4.050537739704517,2026-02-25T14:48:53.541Z
2025-07-01,DEU,DEU,48,3,1,0,0,0.020833333333333332,0.0625,1.3791666666666664,127,49,127,-0.5655827501091665,2026-02-25T14:48:53.541Z
2025-07-01,RUS,PAK,13,0,0,0,0,0.0,0.0,5.538461538461538,54,13,52,1.2920667265981332,2026-02-25T14:48:53.541Z
2025-07-01,PAK,TUR,5,0,0,0,0,0.0,0.0,6.4,14,5,14,-0.6930842062420981,2026-02-25T14:48:53.541Z
2025-07-01,TUR,IRN,8,0,0,0,0,0.0,0.0,2.425,36,8,36,-2.461373266148845,2026-02-25T14:48:53.541Z
2025-07-01,IRN,RUS,35,4,0,0,0,0.0,0.0,1.8828571428571426,97,35,97,-2.4176354790215195,2026-02-25T14:48:53.541Z
2025-07-01,IND,IRN,11,0,0,0,0,0.0,0.0,0.18181818181818182,86,23,86,-2.1736726838655662,2026-02-25T14:48:53.541Z
2025-07-01,GBR,ETH,1,1,0,0,0,0.0,0.0,-6.5,1,1,1,-7.72727272727272,2026-02-25T14:48:53.541Z
2025-07-01,FRA,IRN,44,3,2,0,0,0.045454545454545456,0.13636363636363635,1.8090909090909089,143,44,143,-4.110506061100966,2026-02-25T14:48:53.541Z
2025-07-01,FRA,FRA,152,8,1,3,4,0.05263157894736842,0.42105263157894735,0.49342105263157887,416,164,412,-1.3196449344863665,2026-02-25T14:48:53.541Z
2025-07-01,PSE,GBR,103,6,0,3,0,0.02912621359223301,0.17475728155339806,1.6271844660194177,255,107,255,-3.153616707838001,2026-02-25T14:48:53.541Z
2025-07-01,GBR,PAK,11,4,0,0,0,0.0,0.0,-1.9454545454545453,26,11,26,-2.8050295334376667,2026-02-25T14:48:53.541Z
2025-07-01,KOR,TWN,8,0,0,0,0,0.0,0.0,2.6499999999999995,26,8,26,0.28382468071183886,2026-02-25T14:48:53.541Z
2025-07-01,PRK,KOR,12,0,0,0,0,0.0,0.0,1.325,46,12,46,0.07115910336331492,2026-02-25T14:48:53.541Z
2025-07-01,SYR,ISR,87,0,0,0,0,0.0,0.0,0.7172413793103447,342,99,342,-3.8506014225468945,2026-02-25T14:48:53.541Z
2025-07-01,DEU,UKR,11,0,0,0,0,0.0,0.0,4.8,25,12,25,-1.6631505410003846,2026-02-25T14:48:53.541Z
2025-07-01,USA,TWN,23,0,0,0,0,0.0,0.0,2.4826086956521736,143,32,143,-0.8665936111119705,2026-02-25T14:48:53.541Z
2025-07-01,DEU,USA,57,1,0,0,0,0.0,0.0,2.0824561403508777,225,63,219,-2.422511459821243,2026-02-25T14:48:53.541Z
2025-07-01,MEX,CHN,4,0,0,0,0,0.0,0.0,6.199999999999999,14,4,14,-6.289493946474085,2026-02-25T14:48:53.541Z
2025-07-01,IRN,USA,108,6,0,0,0,0.0,0.0,0.6324074074074072,376,111,369,-4.457724859828526,2026-02-25T14:48:53.541Z
2025-07-01,RUS,KOR,5,0,0,0,0,0.0,0.0,6.4,8,5,8,1.274878553478654,2026-02-25T14:48:53.541Z
2025-07-01,CHN,FRA,3,0,0,0,0,0.0,0.0,-1.3333333333333333,9,3,9,-0.43537808641975334,2026-02-25T14:48:53.541Z
2025-07-01,USA,GBR,287,8,4,2,0,0.020905923344947737,0.1672473867595819,1.6439024390243895,1038,310,1000,-1.4795860675539239,2026-02-25T14:48:53.541Z
2025-07-01,PAK,CHN,37,0,0,0,0,0.0,0.0,1.832432432432432,116,37,115,0.5392732143901229,2026-02-25T14:48:53.541Z
2025-07-01,GBR,KOR,6,0,0,0,0,0.0,0.0,3.033333333333333,58,33,58,-0.4313973498892903,2026-02-25T14:48:53.541Z
2025-07-01,UKR,UKR,165,5,2,3,1,0.03636363636363636,0.18181818181818182,-0.45515151515151503,418,166,414,-4.038591792983887,2026-02-25T14:48:53.541Z
2025-07-01,CHN,PAK,25,2,0,0,0,0.0,0.0,0.644,75,25,75,1.4543680194541349,2026-02-25T14:48:53.541Z
2025-07-01,USA,SYR,39,0,0,0,0,0.0,0.0,3.2487179487179496,121,39,121,-3.5814993894187874,2026-02-25T14:48:53.541Z
2025-07-01,USA,TUR,8,0,0,0,0,0.0,0.0,0.23750000000000004,31,8,31,-2.337619903879157,2026-02-25T14:48:53.541Z
2025-07-01,ISR,BRA,2,0,0,0,0,0.0,0.0,-5.0,2,2,2,-11.6279069767442,2026-02-25T14:48:53.541Z
2025-07-01,USA,RUS,291,33,10,1,3,0.048109965635738834,1.5876288659793816,0.17216494845360858,1111,315,1097,-3.502444291492981,2026-02-25T14:48:53.541Z
2025-07-01,PAK,KOR,5,0,0,0,0,0.0,0.0,1.0,5,5,5,-0.04089220471845998,2026-02-25T14:48:53.541Z
2025-07-01,SYR,GBR,24,0,0,0,0,0.0,0.0,-6.133333333333333,33,24,33,-6.958769828109514,2026-02-25T14:48:53.541Z
2025-07-01,TUR,RUS,17,0,0,0,0,0.0,0.0,-0.0352941176470587,53,17,53,-2.2905666496743233,2026-02-25T14:48:53.541Z
2025-07-01,ETH,PAK,2,0,0,0,0,0.0,0.0,7.0,10,2,10,3.98406374501992,2026-02-25T14:48:53.541Z
2025-07-01,KOR,BRA,2,0,0,0,0,0.0,0.0,-6.0,4,2,4,-0.72115384615385,2026-02-25T14:48:53.541Z
2025-07-01,RWA,COD,24,0,0,0,0,0.0,0.0,7.125,93,29,93,-2.414805338250242,2026-02-25T14:48:53.541Z
2025-07-01,IND,ISR,2,0,0,0,0,0.0,0.0,1.9,4,2,4,-2.55009107468124,2026-02-25T14:48:53.541Z
2025-07-01,BRA,PAK,4,4,0,0,0,0.0,0.0,-6.5,10,4,10,-0.1887682869278,2026-02-25T14:48:53.541Z
2025-07-01,GBR,IRN,56,6,0,3,0,0.05357142857142857,0.3214285714285714,-0.07499999999999989,180,58,180,-5.4904999915174955,2026-02-25T14:48:53.541Z
2025-07-01,UKR,USA,148,6,7,0,0,0.0472972972972973,0.28378378378378377,0.6851351351351356,408,163,408,-2.966599398976264,2026-02-25T14:48:53.541Z
2025-07-01,CHN,ISR,8,0,0,0,0,0.0,0.0,1.5999999999999999,26,8,26,-1.9542259438859564,2026-02-25T14:48:53.541Z
2025-07-01,UKR,GBR,9,0,0,0,0,0.0,0.0,-2.4222222222222225,28,9,28,-2.8016343432986504,2026-02-25T14:48:53.541Z
2025-07-01,GBR,EGY,2,0,0,0,0,0.0,0.0,2.8,8,2,8,-3.86965376782077,2026-02-25T14:48:53.541Z
2025-07-01,RWA,GBR,1,0,0,0,0,0.0,0.0,-9.5,4,1,4,-7.83783783783784,2026-02-25T14:48:53.541Z
2025-07-01,FRA,USA,128,2,1,0,2,0.0234375,0.046875,1.4734375000000013,471,135,469,-1.180005174479303,2026-02-25T14:48:53.541Z
2025-07-01,ERI,RUS,2,0,0,0,0,0.0,0.0,-4.0,4,2,4,0.35971223021583,2026-02-25T14:48:53.541Z
2025-07-01,PSE,DEU,21,0,0,0,0,0.0,0.0,0.14761904761904765,34,21,34,-2.5703679465844993,2026-02-25T14:48:53.541Z
2025-07-01,RUS,CHN,52,7,1,0,0,0.019230769230769232,0.13461538461538464,2.1653846153846152,134,52,134,-1.702539168392749,2026-02-25T14:48:53.541Z
2025-07-01,USA,BRA,109,15,5,1,0,0.05504587155963303,0.8256880733944955,-0.23302752293577983,373,118,373,-3.1120934834259515,2026-02-25T14:48:53.541Z
2025-07-01,USA,PSE,340,19,0,0,6,0.01764705882352941,0.3352941176470588,-0.18264705882352944,965,347,965,-3.860373089349004,2026-02-25T14:48:53.541Z
2025-07-01,IND,MEX,1,0,0,0,0,0.0,0.0,-5.0,5,1,5,-6.03693181818182,2026-02-25T14:48:53.541Z
2025-07-01,UKR,RUS,592,55,2,2,0,0.006756756756756757,0.37162162162162166,-0.9885135135135132,1970,636,1954,-3.950959637098291,2026-02-25T14:48:53.541Z
2025-07-01,UKR,FRA,10,0,0,0,0,0.0,0.0,-0.2999999999999999,23,10,23,-3.8247780765657304,2026-02-25T14:48:53.541Z
2025-07-01,COD,COD,4,0,0,0,0,0.0,0.0,7.75,14,4,14,-6.222851380701206,2026-02-25T14:48:53.541Z
2025-07-01,ETH,ISR,4,0,0,0,0,0.0,0.0,4.2,9,4,9,-0.19607843137255,2026-02-25T14:48:53.541Z
2025-07-01,PAK,IND,36,3,0,0,0,0.0,0.0,-0.3277777777777777,73,36,73,-1.6222959352548656,2026-02-25T14:48:53.541Z
2025-07-01,TUR,TUR,31,0,1,0,0,0.03225806451612903,0.0,0.10645161290322577,104,32,100,-1.986885039683244,2026-02-25T14:48:53.541Z
2025-07-01,ISR,ETH,7,0,0,0,0,0.0,0.0,5.799999999999999,17,7,17,-0.19607843137254996,2026-02-25T14:48:53.541Z
2025-07-01,TWN,ISR,6,0,0,0,0,0.0,0.0,3.3333333333333335,27,6,27,2.82028351881293,2026-02-25T14:48:53.541Z
2025-07-01,KOR,EGY,6,0,0,0,0,0.0,0.0,2.5,6,6,6,4.48275862068965,2026-02-25T14:48:53.541Z
2025-07-01,USA,CHN,369,7,3,8,1,0.032520325203252036,0.22764227642276424,1.9439024390243902,1596,393,1570,-1.6291608553184547,2026-02-25T14:48:53.541Z
2025-07-01,CHN,IRN,16,0,0,0,0,0.0,0.0,0.8062500000000001,50,16,50,-1.132902675660402,2026-02-25T14:48:53.541Z
2025-07-01,ARG,ARG,14,0,0,0,0,0.0,0.0,2.6785714285714284,48,14,48,-0.5499231366351571,2026-02-25T14:48:53.541Z
2025-07-01,ETH,EGY,5,0,0,0,0,0.0,0.0,0.4,20,5,20,-5.3670770875111815,2026-02-25T14:48:53.541Z
2025-07-01,IRN,ISR,123,3,2,0,0,0.016260162601626018,0.04878048780487805,-1.4560975609756095,365,124,358,-4.751959758122971,2026-02-25T14:48:53.541Z
2025-07-01,EGY,SYR,1,0,0,0,0,0.0,0.0,-9.5,1,1,1,-5.31670495569412,2026-02-25T14:48:53.541Z
2025-07-01,RUS,BRA,4,0,0,0,0,0.0,0.0,1.45,7,4,7,-2.363427567284275,2026-02-25T14:48:53.541Z
2025-07-01,RUS,PSE,2,0,0,0,0,0.0,0.0,5.0,9,2,9,-1.944333549578325,2026-02-25T14:48:53.541Z
2025-07-01,TUR,ISR,16,4,1,0,0,0.0625,0.25,1.3,78,16,78,-2.0030755333719625,2026-02-25T14:48:53.541Z
2025-07-01,RUS,SYR,75,3,2,0,2,0.05333333333333334,0.16,1.5306666666666666,334,81,318,-1.632753984379801,2026-02-25T14:48:53.541Z
2025-07-01,CHN,CHN,216,2,7,2,2,0.05092592592592592,0.10185185185185185,2.406018518518519,791,239,749,-0.30058071090252764,2026-02-25T14:48:53.541Z
2025-07-01,PAK,EGY,15,0,0,0,0,0.0,0.0,2.9066666666666663,52,15,52,0.6993639383732101,2026-02-25T14:48:53.541Z
2025-07-01,USA,EGY,38,0,0,0,0,0.0,0.0,1.5763157894736837,110,38,110,-1.7111933984232812,2026-02-25T14:48:53.541Z
2025-07-01,CHN,MEX,6,0,0,0,0,0.0,0.0,3.466666666666667,20,6,20,-6.373681322571507,2026-02-25T14:48:53.541Z
2025-07-01,DEU,RUS,15,0,0,0,0,0.0,0.0,0.21999999999999992,47,15,47,-2.1554429095020526,2026-02-25T14:48:53.541Z
2025-07-01,ETH,USA,1,0,0,0,0,0.0,0.0,3.4,6,1,5,5.03597122302158,2026-02-25T14:48:53.541Z
2025-07-01,ISR,PSE,874,50,1,0,24,0.028604118993135013,1.4302059496567507,-1.2843249427917638,2510,932,2489,-4.287021996009233,2026-02-25T14:48:53.541Z
2025-07-01,KOR,PRK,16,0,0,0,0,0.0,0.0,1.5875000000000001,44,16,44,0.3351966653541438,2026-02-25T14:48:53.541Z
2025-07-01,PSE,SYR,8,0,0,0,0,0.0,0.0,-1.2375,8,8,8,-5.532668472827024,2026-02-25T14:48:53.541Z
2025-07-01,EGY,FRA,8,0,0,0,0,0.0,0.0,4.5,20,8,20,-6.027870118767786,2026-02-25T14:48:53.541Z
2025-07-01,TUR,CHN,8,0,0,0,0,0.0,0.0,1.45,23,8,23,-0.37378809514862515,2026-02-25T14:48:53.541Z
2025-07-01,RUS,GBR,24,2,0,0,0,0.0,0.0,0.19166666666666665,50,24,50,-3.1320286019145414,2026-02-25T14:48:53.541Z
2025-07-01,VEN,ISR,4,0,0,0,0,0.0,0.0,-3.0,20,4,20,-2.28658536585365,2026-02-25T14:48:53.541Z
2025-07-01,RUS,RUS,269,43,15,6,5,0.09665427509293681,4.156133828996283,-0.7944237918215611,936,286,908,-3.7744420642319234,2026-02-25T14:48:53.541Z
2025-07-01,DEU,IRN,44,3,0,0,0,0.0,0.0,1.7068181818181818,161,44,161,-3.297966732645084,2026-02-25T14:48:53.541Z
2025-07-01,KOR,IND,4,0,0,0,0,0.0,0.0,1.7000000000000002,7,4,7,2.2345505065248026,2026-02-25T14:48:53.541Z
2025-07-01,IRN,TUR,8,0,0,0,0,0.0,0.0,4.625,25,8,25,0.8124027382562812,2026-02-25T14:48:53.541Z
2025-07-01,BRA,MEX,5,0,0,0,0,0.0,0.0,1.6800000000000002,10,5,10,1.184640522875818,2026-02-25T14:48:53.541Z
2025-07-01,CHN,TUR,6,0,0,0,0,0.0,0.0,3.1999999999999997,15,6,15,-0.06360151816918003,2026-02-25T14:48:53.541Z
2025-07-01,ARG,MEX,1,0,0,0,0,0.0,0.0,4.0,10,1,10,0.94339622641509,2026-02-25T14:48:53.541Z
2025-07-01,GBR,TWN,4,0,0,0,0,0.0,0.0,2.125,12,4,12,-0.4080664219629926,2026-02-25T14:48:53.541Z
2025-07-01,BRA,CHN,19,0,0,0,0,0.0,0.0,1.8052631578947367,83,19,75,-1.4683792295295892,2026-02-25T14:48:53.541Z
2025-07-01,USA,IND,89,1,2,2,0,0.0449438202247191,0.0449438202247191,1.1303370786516858,239,90,239,-1.5072238392973305,2026-02-25T14:48:53.541Z
2025-07-01,BRA,USA,93,2,4,0,0,0.043010752688172046,0.08602150537634409,1.482795698924732,304,95,304,-3.8117176816713547,2026-02-25T14:48:53.541Z
2025-07-01,USA,ISR,582,32,3,2,3,0.013745704467353952,0.43986254295532645,0.49536082474226883,1782,618,1774,-3.590781256300564,2026-02-25T14:48:53.541Z
2025-07-01,CHN,IND,13,0,0,0,0,0.0,0.0,2.9076923076923076,58,19,54,-1.5879052356226144,2026-02-25T14:48:53.541Z
2025-07-01,KOR,FRA,1,0,0,0,0,0.0,0.0,0.4,7,1,7,-3.38680926916221,2026-02-25T14:48:53.541Z
2025-07-01,PSE,UKR,3,0,0,0,0,0.0,0.0,3.4,6,3,6,-5.05952380952381,2026-02-25T14:48:53.541Z
2025-07-01,KOR,RUS,3,0,0,0,0,0.0,0.0,7.0,5,3,5,1.8500812898181636,2026-02-25T14:48:53.541Z
2025-07-01,PAK,USA,107,2,2,1,0,0.028037383177570093,0.056074766355140186,2.8046728971962613,445,123,418,-0.067980599835646,2026-02-25T14:48:53.541Z
2025-07-01,DEU,PAK,1,0,0,0,0,0.0,0.0,3.4,2,1,2,-6.77655677655677,2026-02-25T14:48:53.541Z
2025-07-01,ISR,EGY,11,1,0,0,0,0.0,0.0,-0.4090909090909091,24,11,24,-2.547096166614734,2026-02-25T14:48:53.541Z
2025-07-01,KOR,TUR,2,0,0,0,0,0.0,0.0,0.4,8,2,8,-2.21518987341773,2026-02-25T14:48:53.541Z
2025-07-01,UKR,ISR,11,0,0,0,0,0.0,0.0,-3.1454545454545455,19,11,19,-3.713977916421207,2026-02-25T14:48:53.541Z
2025-07-01,UKR,CHN,6,0,0,0,0,0.0,0.0,-0.3333333333333333,6,6,6,-0.6969836727795035,2026-02-25T14:48:53.541Z
2025-07-01,PSE,CHN,1,0,0,0,0,0.0,0.0,3.4,10,1,10,2.89855072463768,2026-02-25T14:48:53.541Z
2025-07-01,ARG,RUS,3,0,0,0,1,0.3333333333333333,0.0,3.4,13,3,13,-2.58823529411764,2026-02-25T14:48:53.541Z
2025-07-01,USA,ETH,1,0,0,0,0,0.0,0.0,3.4,8,1,8,5.03597122302158,2026-02-25T14:48:53.541Z
2025-07-01,UKR,TUR,16,0,0,0,0,0.0,0.0,0.25625,37,16,37,-1.8465929143997104,2026-02-25T14:48:53.541Z
2025-07-01,COD,RWA,21,0,0,0,0,0.0,0.0,5.20952380952381,77,24,77,-1.0857832477556062,2026-02-25T14:48:53.541Z
2025-07-01,PAK,ETH,4,0,0,0,0,0.0,0.0,4.3,16,4,16,5.134889015367105,2026-02-25T14:48:53.541Z
2025-07-01,DEU,EGY,1,1,0,0,0,0.0,0.0,-5.0,2,1,2,-3.92464678178964,2026-02-25T14:48:53.541Z
2025-07-01,MEX,GBR,1,0,0,0,0,0.0,0.0,7.0,2,1,2,4.52674897119342,2026-02-25T14:48:53.541Z
2025-07-01,GBR,MEX,1,0,0,0,0,0.0,0.0,7.0,2,1,2,4.52674897119342,2026-02-25T14:48:53.541Z
2025-07-01,ETH,GBR,2,0,0,0,0,0.0,0.0,-6.5,12,2,12,-4.54545454545454,2026-02-25T14:48:53.541Z
2025-07-01,PRK,UKR,4,0,0,0,0,0.0,0.0,-2.0,16,4,16,-4.881169691112779,2026-02-25T14:48:53.541Z
2025-07-01,KOR,UKR,1,0,0,0,0,0.0,0.0,3.4,2,1,2,2.50696378830084,2026-02-25T14:48:53.541Z
2025-07-01,VEN,MEX,2,0,0,0,0,0.0,0.0,3.4,2,2,2,-6.16929698708752,2026-02-25T14:48:53.541Z
2025-08-01,KOR,RUS,2,0,0,0,0,0.0,0.0,8.3,5,2,5,-0.96385542168674,2026-02-25T15:03:43.356Z
2025-08-01,EGY,GBR,7,3,1,0,0,0.14285714285714285,0.42857142857142855,-4.5,14,7,14,-6.060536157623547,2026-02-25T15:03:43.356Z
2025-08-01,TUR,CHN,45,3,2,0,3,0.1111111111111111,0.3333333333333333,2.3511111111111114,130,47,130,0.5759475487175704,2026-02-25T15:03:43.356Z
2025-08-01,TUR,PAK,16,0,0,0,0,0.0,0.0,2.4374999999999996,32,16,32,-2.2347706302624997,2026-02-25T15:03:43.356Z
2025-08-01,UKR,FRA,10,0,1,0,0,0.1,0.0,2.68,28,10,28,-1.4763505528271679,2026-02-25T15:03:43.356Z
2025-08-01,EGY,EGY,21,3,0,0,0,0.0,0.0,0.7238095238095238,85,23,79,0.08710047177184144,2026-02-25T15:03:43.356Z
2025-08-01,DEU,PAK,5,0,0,0,0,0.0,0.0,-3.4,14,5,14,-5.216319212757434,2026-02-25T15:03:43.356Z
2025-08-01,MEX,CHN,13,0,0,0,0,0.0,0.0,1.2307692307692308,24,15,24,-1.5201805940736828,2026-02-25T15:03:43.356Z
2025-08-01,CHN,PAK,83,2,5,0,0,0.060240963855421686,0.12048192771084337,2.319277108433736,276,84,270,0.12220296141504904,2026-02-25T15:03:43.356Z
